,Varianta: ,Procent varianta: ,Varianta cumulata: ,Procent cumulat: 
C1,8.779416206154862,95.63634211497666,8.779416206154862,95.63634211497666
C2,0.16021250222765251,1.7452342290593945,8.939628708382514,97.38157634403605
C3,0.13344942869767598,1.4536974803668399,9.07307813708019,98.83527382440289
C4,0.05461758504461567,0.5949628000502794,9.127695722124805,99.43023662445317
C5,0.022853701103486293,0.24895099241270457,9.150549423228291,99.67918761686587
C6,0.01344483617995915,0.14645791045707127,9.16399425940825,99.82564552732295
C7,0.00843478770373073,0.09188221899488808,9.172429047111981,99.91752774631783
C8,0.005478633357474383,0.05968010193327211,9.177907680469456,99.9772078482511
C9,0.002092319530548685,0.022792151748896337,9.180000000000005,100.0
